Sr_No,Location_Coordinates,Hospital_Name,District,Address_First_Line,State,Pincode,Telephone,,,
172,"14.4783864, 78.8252721",Srija Rainbow Childrens Hospital,Y.S.R.,Madras Road,Andhra Pradesh,516001,0,,,
173,"18.0681034, -77.842617",Srinivasa Nursing Home,Y.S.R.,"7/304, Holmbspet, Produttur (P.O.)",Andhra Pradesh,516001,0,,,
174,"14.686981, 78.3909238",Tata Reddy Ramalinga Reddy Nursing Home,Y.S.R.,"17/48, Kapu Street, Jammalamadugu",Andhra Pradesh,516001,08560  271166,,,
175,"18.0681034, -77.842617",Thulasamma Hospital,Y.S.R.,"4/110, Nagarajupet, Near Womens College",Andhra Pradesh,516001,0,,,
176,"18.0681034, -77.842617",Tirumala Hospitals,Y.S.R.,"21/16, R.S.Road,Guntha Bazar, Near 7 Roads,OppositeNear Sri Devi Scan Centre",Andhra Pradesh,516001,0,,,
177,"18.0681034, -77.842617",Vijaya Nursing Home,Y.S.R.,Prodatoor,Andhra Pradesh,516001,"253686, 252686",,,
178,"14.4701485, 78.8297701",Vurimi Savitramma Cardiac Centre,Y.S.R.,# 3/225 Upendra Complex Christian Lane,Andhra Pradesh,516001,08562    252929,,,
179,"18.0681034, -77.842617",Deepa Nursing Home,Y.S.R.,2/1115-1 Nehrunagar,Andhra Pradesh,516002,08562  245045  0,,,
180,"14.480391, 78.8340173",Dr G R K R Multi Speciality Hospitals,Y.S.R.,"6/1414, Sankarapuram",Andhra Pradesh,516002,08562  224953,,,
181,"18.0681034, -77.842617",Jyothi Nursing Home,Y.S.R.,"Near Petrol Bunk, R. S. Road",Andhra Pradesh,516002,08562  246975,,,
182,"18.000695, -76.8938358",Remedy Hospital,Y.S.R.,"D.No.3/221,Christian Lane,Near 7 Roads",Andhra Pradesh,516002,0,,,
183,"13.0311046, 80.2720822",Sri Satya Sai Hospital,Y.S.R.,"6-880, Madras Road Sankarapuram",Andhra Pradesh,516002,08562  242729/274972  0,,,
184,"18.0681034, -77.842617",Himalaya Multi Speciality Hospital,Y.S.R.,"D.No 1- 81/1, Teja Enclave, R.S.Road, Yerra Mukkapalli",Andhra Pradesh,516004,"08562  256100,256256",,,
185,"17.7266953, 83.3054733",Usha Rani Nursing Home,Y.S.R.,"1/706 - 3, Dwarakanagar",Andhra Pradesh,516004,08562  245098,,,
186,"13.9518505, 79.3492863",Vishnu Nursing Home,Y.S.R.,10/596 M. G. Road Rly. Kodur,Andhra Pradesh,516101,0,,,
187,"14.1965314, 79.1563718",Sree Durgaa Nursing Home,Y.S.R.,Nagulamanu Street Rajampet Rajampet,Andhra Pradesh,516115,08565    241024,,,
188,"14.2050808, 79.1549173",Sri Sai Nursing Home,Y.S.R.,"6/133, R S Road Rajampet Rajampet",Andhra Pradesh,516115,"08565    250636, 250470",,,
189,"18.0681034, -77.842617",Our Lady Of Fatima Hospital,Y.S.R.,Porumamilla,Andhra Pradesh,516193,285244,,,
190,"14.0585458, 78.7518863",Madhavi Nursing Home,Y.S.R.,"Harinatha Street, Rayachoty",Andhra Pradesh,516269,256466,,,
191,"18.0681034, -77.842617",Raviteja Nursing Home,Y.S.R.,Rayachoti,Andhra Pradesh,516269,251310,,,
192,"14.7491864, 78.5531577",Abhilash Netra Vidyasala,Y.S.R.,"3/1350, Gandhi Road Opp: Iswarya Complex Proddatur",Andhra Pradesh,516360,08564    254157,,,
193,"14.7500333, 78.5478809",B. G. R. Hospital,Y.S.R.,"Gandhi Road, Proddatur (P.O.)",Andhra Pradesh,516360,243717,,,
194,"14.7500333, 78.5478809",Bhavya Nursing Home,Y.S.R.,"Near Gabdhi Statue, Gandhi Road, Proddatur",Andhra Pradesh,516360,245533,,,
195,"14.7491864, 78.5531577",Cnr Nursing Home,Y.S.R.,Gandhi Road Proddutur Proddatur 516360  Kadapa,Andhra Pradesh,516360,08564    251559,,,
196,"18.0681034, -77.842617",Dr. S. V. R. Hospital,Y.S.R.,"3/1471, Opposite Super Bazar Road, Gandhi Road",Andhra Pradesh,516360,243377,,,
197,"18.0681034, -77.842617",Jaya Vishnu Nursing Home,Y.S.R.,"5/1888, Geetha Ashramam Road",Andhra Pradesh,516360,0,,,
198,"14.7528736, 78.5514834",Kalyana Chakravarthy Hospitals - Proddatur,Y.S.R.,"3 / 1467 , Holmespet , Proddatur",Andhra Pradesh,516360,0,,,
199,"14.7512835, 78.5497493",Kathya Nursing Home,Y.S.R.,"8/399, Swayam Sevak Road, Proddatur",Andhra Pradesh,516360,251336,,,
200,"26.1781993, 91.773379",Lakshmi Kishore Hospital,Y.S.R.,"No. 5/1895, Gandhi Road,Geetha Ashram Street",Andhra Pradesh,516360,08564 251904,,,
201,"18.0681034, -77.842617",Latha Mutispeciality Hospital - Proddatur,Y.S.R.,"3 - 146 Holmespeta, Proddatur rict",Andhra Pradesh,516360,251874,,,
202,"14.7491864, 78.5531577",Orthopaedic And Maternity Hospital,Y.S.R.,"Dr.Ramalinga Reddy Hospital Campus, Holmeset, Proddatur",Andhra Pradesh,516360,0,,,
203,"18.0681034, -77.842617",Prasad Nursing Home,Y.S.R.,Sreeramulapeta,Andhra Pradesh,516360,08564  251030 / 252040,,,
204,"14.7500333, 78.5478809",Shree Veja Nursing Home,Y.S.R.,"8/700, OppositePosina Compound, Gandhi Road,Proddatur",Andhra Pradesh,516360,08564  258074,,,
205,"14.7500333, 78.5478809",Siva Nursing Home,Y.S.R.,"4/626,Gandhi Road,Proddatur",Andhra Pradesh,516360,51075,,,
206,"18.0681034, -77.842617",Sree Veja Nursing Home,Y.S.R.,"8/699, Gandhi Road",Andhra Pradesh,516360,08564 258074,,,
207,"18.0681034, -77.842617",Sri Sai Hospitals,Y.S.R.,"3/1396, Homes Pet, Proddatur, Near Gandhi Statue,Proddatru Municipality",Andhra Pradesh,516360,08564  250480,,,
208,"18.0681034, -77.842617",Sri Swarna Hospital,Y.S.R.,"3/1470, Opposite Care Diagnostics Centre, Gandhi Road, Proddatur (P.O.)",Andhra Pradesh,516360,250747,,,
209,"14.7600159, 78.5393058",Swarup Eye Hospital and Laser Center,Y.S.R.,T. B. Road,Andhra Pradesh,516360,0,,,
210,"14.7491864, 78.5531577",Vaatsalya Hospital,Y.S.R.,Nagadastagiri Healthcare Comples 3/1467 Holmespet Proddatur,Andhra Pradesh,516360,08564    251650,,,
211,"14.7500333, 78.5478809",Vijaya Eye Hospital,Y.S.R.,"Dr S Vijaya M S, Vijaya Eye Hospital, 4/624, Gandhi Road, Proddatur",Andhra Pradesh,516360,0,,,
212,"18.0681034, -77.842617",Dinesh Medical Centre,Y.S.R.,"Balarapuram, Pulivendula",Andhra Pradesh,516390,08568    286189,,,
213,"14.7528736, 78.5514834",Nikhil Nursing Home,Y.S.R.,Holmespet Proddatur,Andhra Pradesh,516434,0,,,
214,"14.686981, 78.3909238",Sree Tati Reddy Ramalinga Reddy Nursing Home,Y.S.R.,"17-48, Kapu Street, Jammalamadugu",Andhra Pradesh,516434,0,,,
215,"14.6857186, 78.3909785",Sri Thati Reddy Ramalinga Reddy Nursing Home,Y.S.R.,"17/48, Kapu Street Jammalamadugu",Andhra Pradesh,516434,08560    270551,,,
216,"14.8474197, 78.3899108",Venkata Sai Baradwaja Hospital,Y.S.R.,"M D O Office Road, Jammalamadugu",Andhra Pradesh,516434,0,,,
217,"32.458567, 74.5000465",7 Star Superspeciality Hospital,East Godavari,"20-1-61, Opposite L. I. C. Building, Main Road",Andhra Pradesh,533001,0,,,
218,"17.0769388, 82.1385327",Apollo Samudra Hospitals,East Godavari,"13-1-3, Main Road, Kakinada",Andhra Pradesh,533001,2345700 / 2345800,,,
219,"16.9890648, 82.2474648",Bharani Hospital,East Godavari,Kakinada,Andhra Pradesh,533001,0884  2373223,,,
220,"29.5160925, 74.5877445",Care Emergency Hospital,East Godavari,"Near Ii Town Police Station,Main Road.",Andhra Pradesh,533001,0,,,
221,"16.9837142, 82.2404611",Christian Cancer Center,East Godavari,Kakinada,Andhra Pradesh,533001,0,,,
222,"16.9956639, 81.7154378",D V Raju Eye Hospital,East Godavari,P.R.College Road,Andhra Pradesh,533001,0,,,
223,"16.9482342, 82.2528975",Haritha Hospitals,East Godavari,"P R College Road, Opp Govt Hospitals P R College Road Kakinada",Andhra Pradesh,533001,0884    2379292,,,
224,"16.9890648, 82.2474648",Kakinada Nursing Home,East Godavari,Kakinada,Andhra Pradesh,533001,0,,,
225,"17.0769388, 82.1385327",Life Line Emergency Hospital,East Godavari,"13-1-13, Main Road, Kakinada",Andhra Pradesh,533001,0,,,
226,"16.9640729, 82.2329395",Raghava 24 Hrs Emergency Hospital,East Godavari,11-11-3/1 Prabhakara Street Ramaraopeta Kakinada,Andhra Pradesh,533001,0884    2375325,,,
227,"16.9956639, 81.7154378",Rajeswari Medicals,East Godavari,Rajeswai Medicals 50 Builiding Bhaskar Nagar Jn Kakinada-3,Andhra Pradesh,533001,2375081,,,
228,"16.9956639, 81.7154378",Ramya Hospitals,East Godavari,"# 9-11-130, Gandhi Nagar, Back Side Of Gandhi Statue",Andhra Pradesh,533001,0,,,
229,"16.9482342, 82.2528975",Sai Sudha Hospital,East Godavari,"21-1-24,Jawahar Street,Shalypet",Andhra Pradesh,533001,2361155/2376634/2376635,,,
230,"16.9956639, 81.7154378",Sapthagiri Hospitals,East Godavari,"Jawahar Street,Salipeta",Andhra Pradesh,533001,0,,,
231,"16.9558071, 82.2330899",Shravani Ent Hospital,East Godavari,"Dno:21-1-29, Jawahar St, Kakinada",Andhra Pradesh,533001,0,,,
232,"16.954694, 82.2327304",Siddhartha Hospital,East Godavari,"34-1-20, Temple Street, rict East Godawari, Kakinada,",Andhra Pradesh,533001,0884  2368521,,,
233,"16.9956639, 81.7154378",Sree Bala Nursing Home Sree Bala Ent Care Centre,East Godavari,"12-2-24, Dantuvari Street,Behind Chandana Brothers",Andhra Pradesh,533001,0884  2385499,,,
234,"16.9890648, 82.2474648",Sri Gowthami Nursing Home,East Godavari,"Nageswara Rao Street,Ramrao Pet,Kakinada",Andhra Pradesh,533001,0,,,
235,"16.9510095, 82.2365598",Sri Lalitha Hospitals Institute Of Lap Surgery And Training,East Godavari,"Cinema Street, Opp Anandabharathi, Cinema Street Kakinada 533001  East Godavari",Andhra Pradesh,533001,"0884    2375091, 6455745",,,
236,"16.9890648, 82.2474648",Sri Srinivasa Orthopaedic Centre and Nursing Home,East Godavari,"7-3-15 Prakash St, Ramarao Peta, Kakinada",Andhra Pradesh,533001,2376306,,,
237,"17.0005383, 81.8040345",Srihitha Children Hospital,East Godavari,Rajahmundry,Andhra Pradesh,533001,0,,,
238,"16.9956639, 81.7154378",Vijaya Lakshmi Nursing Home,East Godavari,Kikinada,Andhra Pradesh,533001,2375881,,,
239,"16.9639769, 82.2236918",Vijaya Nursing Home,East Godavari,Jawahar Street Kakinada Kakinada 533001  East Godavari,Andhra Pradesh,533001,"0884    2362770, 2368770, 2368771",,,
240,"17.0005383, 81.8040345",Vishwanadha Eye and Maternity Hospital,East Godavari,Rajahmundry,Andhra Pradesh,533001,0,,,
241,"34.1255413, 74.9442585",Bhanu Nursing Home and Eye Hospital,East Godavari,"Endowments Colony, 100 Building Centre Srinagar",Andhra Pradesh,533003,"0884  2368555,6698666  0",,,
242,"16.9956639, 81.7154378",Lifeline Emergency and Neuro Centre,East Godavari,"Nfcl Road, Nagamallithota Junction,",Andhra Pradesh,533003,0,,,
243,"16.9754085, 82.2352397",Mother and Child Hospital,East Godavari,"2-4-10 Near Suruchi Sweet Stall, Behind Padmapriva Theatre, Bhanugudi Junction, Kakinada",Andhra Pradesh,533003,0,,,
244,"16.9695602, 82.2388249",Nayana Eye Care,East Godavari,"2-10-50 Srinagar, Bhanugudi Junction Kakinada 533003  East Godavari",Andhra Pradesh,533003,"0884    3299000, 6599000",,,
245,"16.9506495, 82.2333585",Ramalingeswara Nursing Home,East Godavari,"Ganjamvari Street, Kakinada",Andhra Pradesh,533003,0,,,
246,"16.9956639, 81.7154378",Safe Emergency Hospital,East Godavari,"H.No.2-2-7, Usha Priya Complex Bhanugudi",Andhra Pradesh,533003,0,,,
247,"16.9890648, 82.2474648",Saipriya Maternity Hospital,East Godavari,"Lig No.6,100 Building Complex Road, Kakinada",Andhra Pradesh,533003,2371457,,,
248,"16.9956639, 81.7154378",Srujana Multi Speciality Hospital,East Godavari,"2- 27- 24/1, Gokul Street Sree Nagar Colony, East Godavari",Andhra Pradesh,533003,"2361669,",,,
249,"16.9890648, 82.2474648",Kasturi Nursing Home,East Godavari,"#11-5-9, Gopalakrishna Street,Ramaraopeta, Kakinada",Andhra Pradesh,533004,0,,,
250,"12.6670587, 79.2782323",Poly Clinic and Hospital,East Godavari,"Gandhi Nagar, Gandhi Nagar",Andhra Pradesh,533004,0,,,
251,"16.9890648, 82.2474648",Ravichandra Hospital,East Godavari,"11-5-10, Gopala Krishna Street, Ramaraopet,Kakinada",Andhra Pradesh,533004,0884  2376549,,,
252,"16.9663046, 82.2270885",Sanjivi Orthopaedic Hospital,East Godavari,#: 11-11-1 Ramaraopet Kakinada 533004  East Godavari,Andhra Pradesh,533004,"0884    2361626, 2386604, 6699788",,,
253,"16.9890648, 82.2474648",Sri Sai Raghavendra Super Specialities Hospital,East Godavari,"8-5-19/1, Ontimamidi Junction, Gandhinagar, Kakinada",Andhra Pradesh,533004,0,,,
254,"16.9890648, 82.2474648",Sri Venkata Chalapathi Nursing Home,East Godavari,"10-7-39, Kopellavari Street Ramaraopet(Near Duper Bazar),Kakinada",Andhra Pradesh,533004,0,,,
255,"16.9956639, 81.7154378",Sri Venkateswara Medicare and Research Centre,East Godavari,"7-4-5, Seshasal Street,Ramaraopet,.",Andhra Pradesh,533004,0,,,
256,"16.9890648, 82.2474648",Sri Venugopal Hospital,East Godavari,Venugopal Nursing Home Kamalendera Nath Street Narasanana Nagar Kakinada,Andhra Pradesh,533004,0,,,
257,"16.9663046, 82.2270885",Sudha Urology And Andrology Hospital,East Godavari,"10-5-8, Nageswara Rao Street, Rama Rao Pet 2Nd Junction Kakinada 533004  East Godavari",Andhra Pradesh,533004,0884    2376333,,,
258,"16.9607952, 82.2282795",Surya Global Hospitals,East Godavari,"10-5-27/1, Nageswara Rao Street, Ramaraopeta Kakinada 533004  East Godavari",Andhra Pradesh,533004,"0884    2354900, 2354901, 2354902",,,
259,"16.9663046, 82.2270885",Vasan Eye Care Hospital,East Godavari,"6-1-37/Nookalamma Temple Street, Suryaraopet, Kakinada 533004  East Godavari",Andhra Pradesh,533004,0884    3989000,,,
260,"16.9956639, 81.7154378",Sarvottam Healthcare Private Limited,East Godavari,"3-29, Sarpavaram Junction, Kankinada-533005",Andhra Pradesh,533005,0884  2382381,,,
261,"16.9890648, 82.2474648",Srikiran Institute Of Ophthalmology,East Godavari,"Near Atchampeta Junction, Penumarthi Road, A.P.S.P Camp Post, Kakinada,",Andhra Pradesh,533005,0884  2306301/ 300/ 121/ 333,,,
262,"16.9956639, 81.7154378",Surya Global Multispeciality and Cancer Reesearch Center,East Godavari,"D. No. 1-82/A, Near Railway Crossing, Nadavpathan",Andhra Pradesh,533005,2360660,,,
263,"16.9967552, 82.2569717",Sushrutha Hospital,East Godavari,"4-111, Manikyanagar Rd-2, Valasapakala, Kakinada",Andhra Pradesh,533005,0,,,
264,"16.9956639, 81.7154378",Trust Hospital(A Unit Of Sarvottam Health Care),East Godavari,"3-29, Sarpavaram Junction Sarpavaram Junction",Andhra Pradesh,533005,"0884  2382381,2382382",,,
265,"16.9523477, 82.1305609",Sri Srinivasa Nursing Home,East Godavari,Pedapudi,Andhra Pradesh,533006,0884  2312035,,,
266,"17.3977354, 78.5095841",Abhay Nursing Home,East Godavari,"J N Road Ramalayam, Tilak Road",Andhra Pradesh,533101,0883  2461640,,,
267,"17.0005383, 81.8040345",Aravindam Ortho and Physio Centre,East Godavari,"6-18-3, Kokkondavari Street, Rajahmundry",Andhra Pradesh,533101,0883    2425646,,,
268,"16.9955344, 81.777335",Aruna Hospital and Poly Clinic,East Godavari,"Main Road,, Innespeta",Andhra Pradesh,533101,0,,,
269,"17.0085074, 81.7903215",Bhaskara Raju Children Hospital,East Godavari,Prakash Nagar Rajahmundry,Andhra Pradesh,533101,2467423,,,
270,"16.9956639, 81.7154378",Life Emergency Hospital Private Limited,East Godavari,"36-26-10/1, Behind Kotipalli Bus Stand, Road-Cum-Railbridge Centre",Andhra Pradesh,533101,0883 2421357,,,
271,"16.9956639, 81.7154378",S A I Orthopaedics Trauma and General Hospital,East Godavari,"Behind Nagadevi Theatre, Gondhkavarama",Andhra Pradesh,533101,0883  2470033,,,
272,"16.9956639, 81.7154378",Siddhartha Orthopedic Hospital and Poly Clinic,East Godavari,"Lakshmi Varapupeta, Devi Chowk",Andhra Pradesh,533101,0,,,
273,"16.9955344, 81.777335",Sri Satya Nursing Home,East Godavari,"Innespt, Rajahmundry-1",Andhra Pradesh,533101,0,,,
274,"11.0216153, 76.9512637",Sri Srinivasa Hospitals,East Godavari,"75-8-12, Gandhipuram-Ii",Andhra Pradesh,533101,0,,,
275,"17.0005383, 81.8040345",Sri Venkateswara Hospitals,East Godavari,"D.No. 10-7-38, Fort Gate,Near Adilaxmi Temple . Rangreejupeta. Rajahmundry",Andhra Pradesh,533101,0,,,
276,"17.025988, 81.785442",Abhaya Emergency Centre,East Godavari,"79-1-4/1, Jn Road Rajamundry Rajamundry 533103  East Godavari",Andhra Pradesh,533103,"0883    2461640, 2423208,",,,
277,"16.9956639, 81.7154378",Adarsh Hospital,East Godavari,"Do. No. 86-26-7, M. S. Narayana Street, Near R. T. C. Complex, V.I. Puram Jn.",Andhra Pradesh,533103,0,,,
278,"17.0085074, 81.7903215",Alert Emergency Hospital,East Godavari,"# 74-11-7, Prakash Nagar, East Godavari rict",Andhra Pradesh,533103,0,,,
279,"17.0068895, 81.7829842",Ammanna Memorial Murtys Neuro Super Speciality Ho,East Godavari,"D.No : 46-21-10, Danavaipeta, Rajahmundry",Andhra Pradesh,533103,0,,,
280,"16.9956639, 81.7154378",Apex Hospital - Rajamundry,East Godavari,"D.No:75-6-23, Prakash Nagar,, Opposite Indian Bank East Godavari,",Andhra Pradesh,533103,"0883    2439191, 2449191,",,,
281,"16.9937064, 81.7762669",Aruna Hospital and Polyclinic,East Godavari,"Main Road, Near Kottipalli Bus Stand, Rajahmundry",Andhra Pradesh,533103,0,,,
282,"17.0112469, 81.7827774",Bharadwaja Heart and Maternity Centre,East Godavari,"75-8-12,Gandhipuram,Rajahmundry",Andhra Pradesh,533103,0,,,
283,"17.048743, 81.799831",Bhavani Nursing Home,East Godavari,"Jayakrishnapuram, Rajahmundry",Andhra Pradesh,533103,0,,,
284,"16.9956639, 81.7154378",Bollineni Heart Centre Pvt Ltd,East Godavari,"#77-7-7/1,Seelam Nookaraju Complex,",Andhra Pradesh,533103,0883  2477779,,,
285,"17.0096947, 81.7760339",Buddudu Orthopeadic Hospital,East Godavari,"Debichowk, Rajahmundry",Andhra Pradesh,533103,0883    2473603,,,
286,"16.9956639, 81.7154378",Chakradhar Hospitals,East Godavari,"85-6-24/1, R. T. C. Complex Road, V. L. Puram Junction",Andhra Pradesh,533103,0,,,
287,"17.0068895, 81.7829842",Coastal Cardiac And Maternity Centre,East Godavari,Near Danavaipeta Park Besind Hdfc Bank Danavaipeta Park Rajamundry 533103  East Godavari,Andhra Pradesh,533103,"0883    2441133, 2441134, 2470215",,,
288,"17.0005383, 81.8040345",Geetha Mullapudi Sperspeciality Dental Hospital,East Godavari,"Vt College Road, Behind Kotipalli Bus Stand, Rajahmundry",Andhra Pradesh,533103,2426775,,,
289,"17.0085074, 81.7903215",Gowthami Nursing Home,East Godavari,"75-1-12, Prakash Nagar, Rajahmundry , East Godavari",Andhra Pradesh,533103,0,,,
290,"17.0085074, 81.7903215",Harsha Hospitals,East Godavari,"75-1-7, Prakash Nagar Rajamundry 533103  East Godavari",Andhra Pradesh,533103,"0883    2469403, 2422864,",,,
291,"17.0068375, 81.7875023",Kamalakar Hospital,East Godavari,"D. No.75-7-20, Near Prakash Nagar,Round Park,",Andhra Pradesh,533103,0883 2472999,,,
292,"17.0112469, 81.7827774",Krishna Nursing Home,East Godavari,"Gandhipuram 3, Rajahmundry",Andhra Pradesh,533103,2467935,,,
293,"16.9956639, 81.7154378",Madhavi Nursing Home,East Godavari,"# 86-8-6Tilak Road,,.",Andhra Pradesh,533103,0883  2461666,,,
294,"16.9956639, 81.7154378",Neela Jear Hospital,East Godavari,Bypass Road Thadithota Thadithota Rajamundry 533103  East Godavari,Andhra Pradesh,533103,"0883    2469478, 2449673, 9700009108",,,
295,"17.0068895, 81.7829842",Nest Hospital,East Godavari,"# 46-12-12,Opp Sagar Hospital, Danavaipet, Rajahmundry,",Andhra Pradesh,533103,0883  2433833,,,
296,"17.0005383, 81.8040345",Netra Eye Care,East Godavari,"# 76-5-4, Opposite Aakar Consulting Eng. Ganugala Veedhi, Rajahmundry",Andhra Pradesh,533103,0883 2464882,,,
297,"16.9956639, 81.7154378",Paramahansa Yogananda Netralaya,East Godavari,"Vemagiri, Kadiyam Road, East Godavari,",Andhra Pradesh,533103,0,,,
298,"16.9956639, 81.7154378",Pragati Super Speciality Hospital,East Godavari,"#75-6-18,Prakash Nagar Main Road,Near Prakash Nagar Round Park.",Andhra Pradesh,533103,0883  2440397/2437676,,,
299,"17.0015368, 81.7899798",Prasanthi Nursing Home,East Godavari,"Syamala Nagar, Rajahmundry",Andhra Pradesh,533103,2469301,,,
300,"11.021315, 76.970487",Raja Neuro And Multi Speciality Hospital Pvt Ltd,East Godavari,"76-4-7, Gandhipuram - 2",Andhra Pradesh,533103,0,,,
301,"17.4404903, 78.4739384",Rajahmundry Orthopedic Hospital,East Godavari,"75-1-18, Prakash Nagar",Andhra Pradesh,533103,2468110,,,
302,"17.0068895, 81.7829842",Ratna Orthopaedic Center,East Godavari,"Danavai Peta, Rajahmundry",Andhra Pradesh,533103,"0833  2445195,5569585",,,
303,"17.0068895, 81.7829842",Sanjana Orthopaedic Hospital,East Godavari,"46-18-22, Opposite Idbi Bank, Danavaipeta",Andhra Pradesh,533103,2431455,,,
304,"16.9956639, 81.7154378",Soujanya Hospital,East Godavari,"75-6-20,Opp Indian Bank, Prakasham Nagar,E.G.",Andhra Pradesh,533103,0,,,
305,"17.0068895, 81.7829842",Sreya Medical Speciality Centre,East Godavari,"D.No.46-12-19, Gandhi Park Back Road,Danavaipeta,Rajahmundry,",Andhra Pradesh,533103,0,,,
306,"16.9956639, 81.7154378",Sri Aditya Hospital,East Godavari,"Door. No. 46-17-17, 46-17-38, Danavaipeta Near Panduranga Swami Temple",Andhra Pradesh,533103,0883  2442283,,,
307,"16.9956639, 81.7154378",Sri Mani Orthopaedic Hospital,East Godavari,"76/1/8/1 Ganhdi Puram, Opp Feva",Andhra Pradesh,533103,0883  2468787,,,
308,"17.0112469, 81.7827774",Sri Ramadas Hospitals,East Godavari,"# 78/8-7, Gandhipuram-3, Rajahmundry,",Andhra Pradesh,533103,0883  2472217,,,
309,"17.0068895, 81.7829842","Sri Suguna Children,S Hospital",East Godavari,"Danavaipet, Rajahmundry",Andhra Pradesh,533103,2446957,,,
310,"16.9956639, 81.7154378",Supraja Hospitals,East Godavari,"Opp: Manasa Hospital,Prakash Nagar,.",Andhra Pradesh,533103,0,,,
311,"17.0068375, 81.7875023",Surya Hospital,East Godavari,Near Round Park Praksh Nagar Rajamundry 533103  East Godavari,Andhra Pradesh,533103,"0883    2468222, 2468224",,,
312,"17.006802, 81.7830251",Swetha Hospitals - Rajahmundry,East Godavari,"Danavai Peta, D. N. -46-18-8/2 , East Godavari,",Andhra Pradesh,533103,2465533,,,
